date,area,count
2020-12-23T00:00,胆振総合振興局,10
2020-12-23T00:00,釧路総合振興局,1
2020-12-23T00:00,非公表,2
2020-12-24T00:00,上川総合振興局,10
2020-12-24T00:00,十勝総合振興局,23
2020-12-24T00:00,後志総合振興局,1
2020-12-24T00:00,渡島総合振興局,5
2020-12-24T00:00,石狩振興局,75
2020-12-24T00:00,空知総合振興局,1
2020-12-24T00:00,胆振総合振興局,5
2020-12-24T00:00,非公表,3
2020-12-25T00:00,上川総合振興局,3
2020-12-25T00:00,十勝総合振興局,15
2020-12-25T00:00,後志総合振興局,2
2020-12-25T00:00,渡島総合振興局,8
2020-12-25T00:00,石狩振興局,51
2020-12-25T00:00,神奈川県,1
2020-12-25T00:00,空知総合振興局,5
2020-12-25T00:00,胆振総合振興局,6
2020-12-25T00:00,非公表,6
2020-12-26T00:00,上川総合振興局,20
2020-12-26T00:00,十勝総合振興局,18
2020-12-26T00:00,後志総合振興局,2
2020-12-26T00:00,渡島総合振興局,6
2020-12-26T00:00,石狩振興局,68
2020-12-26T00:00,空知総合振興局,3
2020-12-26T00:00,胆振総合振興局,7
2020-12-26T00:00,非公表,37
2020-12-27T00:00,上川総合振興局,2
2020-12-27T00:00,京都府,1
2020-12-27T00:00,十勝総合振興局,7
2020-12-27T00:00,後志総合振興局,1
2020-12-27T00:00,渡島総合振興局,3
2020-12-27T00:00,石狩振興局,50
2020-12-27T00:00,空知総合振興局,1
2020-12-27T00:00,胆振総合振興局,14
2020-12-27T00:00,非公表,6
2020-12-28T00:00,オホーツク総合振興局,2
2020-12-28T00:00,上川総合振興局,1
2020-12-28T00:00,十勝総合振興局,12
2020-12-28T00:00,後志総合振興局,2
2020-12-28T00:00,渡島総合振興局,5
2020-12-28T00:00,石狩振興局,64
2020-12-28T00:00,胆振総合振興局,4
2020-12-28T00:00,非公表,4
2020-12-29T00:00,オホーツク総合振興局,1
2020-12-29T00:00,上川総合振興局,3
2020-12-29T00:00,十勝総合振興局,5
2020-12-29T00:00,宗谷総合振興局,2
2020-12-29T00:00,後志総合振興局,8
2020-12-29T00:00,渡島総合振興局,3
2020-12-29T00:00,石狩振興局,40
2020-12-29T00:00,神奈川県,1
2020-12-29T00:00,空知総合振興局,2
2020-12-29T00:00,胆振総合振興局,2
2020-12-29T00:00,非公表,20
2020-12-30T00:00,オホーツク総合振興局,2
2020-12-30T00:00,上川総合振興局,2
2020-12-30T00:00,十勝総合振興局,8
2020-12-30T00:00,宗谷総合振興局,6
2020-12-30T00:00,後志総合振興局,21
2020-12-30T00:00,渡島総合振興局,7
2020-12-30T00:00,石狩振興局,64
2020-12-30T00:00,空知総合振興局,1
2020-12-30T00:00,胆振総合振興局,6
2020-12-30T00:00,非公表,16
2020-12-31T00:00,上川総合振興局,1
2020-12-31T00:00,十勝総合振興局,7
2020-12-31T00:00,後志総合振興局,15
2020-12-31T00:00,東京都,1
2020-12-31T00:00,渡島総合振興局,19
2020-12-31T00:00,留萌振興局,1
2020-12-31T00:00,石狩振興局,98
2020-12-31T00:00,空知総合振興局,1
2020-12-31T00:00,胆振総合振興局,8
2020-12-31T00:00,非公表,16
2021-01-01T00:00,十勝総合振興局,3
2021-01-01T00:00,後志総合振興局,10
2021-01-01T00:00,渡島総合振興局,7
2021-01-01T00:00,石狩振興局,59
2021-01-01T00:00,胆振総合振興局,10
2021-01-01T00:00,非公表,9
2021-01-02T00:00,上川総合振興局,1
2021-01-02T00:00,十勝総合振興局,3
2021-01-02T00:00,後志総合振興局,2
2021-01-02T00:00,東京都,1
2021-01-02T00:00,渡島総合振興局,2
2021-01-02T00:00,石狩振興局,50
2021-01-02T00:00,胆振総合振興局,12
2021-01-02T00:00,非公表,6
2021-01-03T00:00,上川総合振興局,3
2021-01-03T00:00,十勝総合振興局,3
2021-01-03T00:00,岩手県,1
2021-01-03T00:00,後志総合振興局,12
2021-01-03T00:00,東京都,1
2021-01-03T00:00,渡島総合振興局,8
2021-01-03T00:00,石狩振興局,26
2021-01-03T00:00,胆振総合振興局,11
2021-01-03T00:00,非公表,3
2021-01-04T00:00,オホーツク総合振興局,1
2021-01-04T00:00,上川総合振興局,1
2021-01-04T00:00,十勝総合振興局,7
2021-01-04T00:00,後志総合振興局,8
2021-01-04T00:00,檜山振興局,1
2021-01-04T00:00,渡島総合振興局,2
2021-01-04T00:00,石狩振興局,60
2021-01-04T00:00,胆振総合振興局,6
2021-01-04T00:00,非公表,7
2021-01-05T00:00,オホーツク総合振興局,1
2021-01-05T00:00,十勝総合振興局,4
2021-01-05T00:00,後志総合振興局,12
2021-01-05T00:00,愛知県,1
2021-01-05T00:00,根室振興局,1
2021-01-05T00:00,渡島総合振興局,3
2021-01-05T00:00,石狩振興局,43
2021-01-05T00:00,空知総合振興局,1
2021-01-05T00:00,胆振総合振興局,8
2021-01-05T00:00,非公表,5
2021-01-06T00:00,オホーツク総合振興局,1
2021-01-06T00:00,上川総合振興局,1
2021-01-06T00:00,十勝総合振興局,2
2021-01-06T00:00,後志総合振興局,17
2021-01-06T00:00,渡島総合振興局,4
2021-01-06T00:00,石狩振興局,73
2021-01-06T00:00,空知総合振興局,1
2021-01-06T00:00,胆振総合振興局,10
2021-01-06T00:00,非公表,6
2021-01-07T00:00,上川総合振興局,2
2021-01-07T00:00,十勝総合振興局,7
2021-01-07T00:00,後志総合振興局,21
2021-01-07T00:00,根室振興局,1
2021-01-07T00:00,渡島総合振興局,7
2021-01-07T00:00,石狩振興局,98
2021-01-07T00:00,空知総合振興局,7
2021-01-07T00:00,胆振総合振興局,11
2021-01-07T00:00,釧路総合振興局,1
2021-01-07T00:00,非公表,6
2021-01-08T00:00,オホーツク総合振興局,2
2021-01-08T00:00,上川総合振興局,6
2021-01-08T00:00,十勝総合振興局,17
2021-01-08T00:00,後志総合振興局,29
2021-01-08T00:00,東京都,1
2021-01-08T00:00,根室振興局,2
2021-01-08T00:00,渡島総合振興局,8
2021-01-08T00:00,石狩振興局,93
2021-01-08T00:00,空知総合振興局,3
2021-01-08T00:00,胆振総合振興局,9
2021-01-08T00:00,釧路総合振興局,3
2021-01-08T00:00,非公表,8
2021-01-09T00:00,オホーツク総合振興局,2
2021-01-09T00:00,上川総合振興局,3
2021-01-09T00:00,十勝総合振興局,14
2021-01-09T00:00,後志総合振興局,42
2021-01-09T00:00,渡島総合振興局,12
2021-01-09T00:00,石狩振興局,123
2021-01-09T00:00,空知総合振興局,1
2021-01-09T00:00,胆振総合振興局,7
2021-01-09T00:00,釧路総合振興局,3
2021-01-09T00:00,長野県,1
2021-01-09T00:00,非公表,7
2021-01-10T00:00,オホーツク総合振興局,1
2021-01-10T00:00,上川総合振興局,2
2021-01-10T00:00,十勝総合振興局,11
2021-01-10T00:00,後志総合振興局,26
2021-01-10T00:00,日高振興局,1
2021-01-10T00:00,根室振興局,1
2021-01-10T00:00,渡島総合振興局,14
2021-01-10T00:00,石狩振興局,90
2021-01-10T00:00,空知総合振興局,2
2021-01-10T00:00,胆振総合振興局,20
2021-01-10T00:00,釧路総合振興局,10
2021-01-10T00:00,非公表,10
2021-01-11T00:00,オホーツク総合振興局,1
2021-01-11T00:00,十勝総合振興局,12
2021-01-11T00:00,後志総合振興局,16
2021-01-11T00:00,根室振興局,1
2021-01-11T00:00,渡島総合振興局,1
2021-01-11T00:00,留萌振興局,2
2021-01-11T00:00,石狩振興局,91
2021-01-11T00:00,空知総合振興局,2
2021-01-11T00:00,胆振総合振興局,3
2021-01-11T00:00,釧路総合振興局,3
2021-01-11T00:00,非公表,3
2021-01-12T00:00,オホーツク総合振興局,6
2021-01-12T00:00,上川総合振興局,2
2021-01-12T00:00,十勝総合振興局,6
2021-01-12T00:00,後志総合振興局,20
2021-01-12T00:00,日高振興局,1
2021-01-12T00:00,渡島総合振興局,10
2021-01-12T00:00,石狩振興局,79
2021-01-12T00:00,空知総合振興局,2
2021-01-12T00:00,胆振総合振興局,10
2021-01-12T00:00,釧路総合振興局,2
2021-01-12T00:00,非公表,7
2021-01-13T00:00,オホーツク総合振興局,4
2021-01-13T00:00,上川総合振興局,1
2021-01-13T00:00,十勝総合振興局,3
2021-01-13T00:00,宗谷総合振興局,1
2021-01-13T00:00,後志総合振興局,13
2021-01-13T00:00,渡島総合振興局,13
2021-01-13T00:00,石狩振興局,63
2021-01-13T00:00,胆振総合振興局,7
2021-01-13T00:00,非公表,4
2021-01-14T00:00,オホーツク総合振興局,6
2021-01-14T00:00,上川総合振興局,2
2021-01-14T00:00,十勝総合振興局,7
2021-01-14T00:00,宗谷総合振興局,1
2021-01-14T00:00,後志総合振興局,20
2021-01-14T00:00,渡島総合振興局,37
2021-01-14T00:00,留萌振興局,1
2021-01-14T00:00,石狩振興局,97
2021-01-14T00:00,空知総合振興局,2
2021-01-14T00:00,胆振総合振興局,14
2021-01-14T00:00,釧路総合振興局,3
2021-01-14T00:00,長野県,1
2021-01-14T00:00,非公表,3
2021-01-15T00:00,オホーツク総合振興局,2
2021-01-15T00:00,上川総合振興局,1
2021-01-15T00:00,十勝総合振興局,3
2021-01-15T00:00,後志総合振興局,12
2021-01-15T00:00,日高振興局,1
2021-01-15T00:00,根室振興局,1
2021-01-15T00:00,渡島総合振興局,34
2021-01-15T00:00,留萌振興局,2
2021-01-15T00:00,石狩振興局,122
2021-01-15T00:00,空知総合振興局,5
2021-01-15T00:00,胆振総合振興局,10
2021-01-15T00:00,釧路総合振興局,2
2021-01-15T00:00,非公表,6
2021-01-15T00:00,鹿児島県,1
2021-01-16T00:00,オホーツク総合振興局,3
2021-01-16T00:00,上川総合振興局,3
2021-01-16T00:00,十勝総合振興局,18
2021-01-16T00:00,後志総合振興局,16
2021-01-16T00:00,日高振興局,1
2021-01-16T00:00,渡島総合振興局,39
2021-01-16T00:00,留萌振興局,4
2021-01-16T00:00,石狩振興局,94
2021-01-16T00:00,空知総合振興局,2
2021-01-16T00:00,胆振総合振興局,7
2021-01-16T00:00,釧路総合振興局,4
2021-01-16T00:00,非公表,1
2021-01-17T00:00,オホーツク総合振興局,8
2021-01-17T00:00,上川総合振興局,4
2021-01-17T00:00,十勝総合振興局,3
2021-01-17T00:00,後志総合振興局,15
2021-01-17T00:00,渡島総合振興局,20
2021-01-17T00:00,留萌振興局,1
2021-01-17T00:00,石狩振興局,55
2021-01-17T00:00,空知総合振興局,9
2021-01-17T00:00,胆振総合振興局,4
2021-01-17T00:00,非公表,5
2021-01-18T00:00,オホーツク総合振興局,7
2021-01-18T00:00,上川総合振興局,1
2021-01-18T00:00,十勝総合振興局,1
2021-01-18T00:00,後志総合振興局,7
2021-01-18T00:00,渡島総合振興局,17
2021-01-18T00:00,石狩振興局,84
2021-01-18T00:00,空知総合振興局,1
2021-01-18T00:00,胆振総合振興局,4
2021-01-18T00:00,非公表,3
2021-01-19T00:00,オホーツク総合振興局,1
2021-01-19T00:00,上川総合振興局,3
2021-01-19T00:00,十勝総合振興局,5
2021-01-19T00:00,後志総合振興局,7
2021-01-19T00:00,渡島総合振興局,15
2021-01-19T00:00,留萌振興局,4
2021-01-19T00:00,石狩振興局,46
2021-01-19T00:00,空知総合振興局,1
2021-01-19T00:00,胆振総合振興局,3
2021-01-19T00:00,釧路総合振興局,3
2021-01-19T00:00,非公表,4
2021-01-20T00:00,オホーツク総合振興局,4
2021-01-20T00:00,上川総合振興局,6
2021-01-20T00:00,十勝総合振興局,2
2021-01-20T00:00,後志総合振興局,18
2021-01-20T00:00,渡島総合振興局,13
2021-01-20T00:00,石狩振興局,100
2021-01-20T00:00,空知総合振興局,3
2021-01-20T00:00,胆振総合振興局,5
2021-01-20T00:00,釧路総合振興局,1
2021-01-20T00:00,非公表,12
2021-01-21T00:00,オホーツク総合振興局,4
2021-01-21T00:00,上川総合振興局,6
2021-01-21T00:00,十勝総合振興局,1
2021-01-21T00:00,後志総合振興局,9
2021-01-21T00:00,渡島総合振興局,14
2021-01-21T00:00,石狩振興局,76
2021-01-21T00:00,空知総合振興局,2
2021-01-21T00:00,胆振総合振興局,7
2021-01-21T00:00,釧路総合振興局,5
2021-01-21T00:00,非公表,6
2021-01-22T00:00,オホーツク総合振興局,2
2021-01-22T00:00,上川総合振興局,12
2021-01-22T00:00,十勝総合振興局,3
2021-01-22T00:00,後志総合振興局,9
2021-01-22T00:00,渡島総合振興局,7
2021-01-22T00:00,留萌振興局,1
2021-01-22T00:00,石狩振興局,52
2021-01-22T00:00,空知総合振興局,4
2021-01-22T00:00,胆振総合振興局,4
2021-01-22T00:00,釧路総合振興局,10
2021-01-22T00:00,非公表,7
2021-01-23T00:00,オホーツク総合振興局,4
2021-01-23T00:00,上川総合振興局,10
2021-01-23T00:00,十勝総合振興局,8
2021-01-23T00:00,埼玉県,1
2021-01-23T00:00,後志総合振興局,9
2021-01-23T00:00,渡島総合振興局,9
2021-01-23T00:00,留萌振興局,1
2021-01-23T00:00,石狩振興局,73
2021-01-23T00:00,空知総合振興局,5
2021-01-23T00:00,胆振総合振興局,9
2021-01-23T00:00,釧路総合振興局,5
2021-01-23T00:00,非公表,4
2021-01-24T00:00,オホーツク総合振興局,6
2021-01-24T00:00,上川総合振興局,1
2021-01-24T00:00,十勝総合振興局,3
2021-01-24T00:00,後志総合振興局,6
2021-01-24T00:00,渡島総合振興局,16
2021-01-24T00:00,石狩振興局,44
2021-01-24T00:00,空知総合振興局,1
2021-01-24T00:00,胆振総合振興局,13
2021-01-24T00:00,釧路総合振興局,1
2021-01-24T00:00,非公表,3
2021-01-25T00:00,オホーツク総合振興局,2
2021-01-25T00:00,上川総合振興局,1
2021-01-25T00:00,十勝総合振興局,2
2021-01-25T00:00,後志総合振興局,1
2021-01-25T00:00,渡島総合振興局,13
2021-01-25T00:00,石狩振興局,40
2021-01-25T00:00,空知総合振興局,6
2021-01-25T00:00,胆振総合振興局,10
2021-01-25T00:00,釧路総合振興局,12
2021-01-25T00:00,非公表,1
2021-01-26T00:00,上川総合振興局,8
2021-01-26T00:00,十勝総合振興局,3
2021-01-26T00:00,後志総合振興局,15
2021-01-26T00:00,根室振興局,1
2021-01-26T00:00,渡島総合振興局,17
2021-01-26T00:00,石狩振興局,45
2021-01-26T00:00,空知総合振興局,1
2021-01-26T00:00,胆振総合振興局,6
2021-01-26T00:00,釧路総合振興局,4
2021-01-26T00:00,非公表,6
2021-01-27T00:00,オホーツク総合振興局,2
2021-01-27T00:00,上川総合振興局,8
2021-01-27T00:00,十勝総合振興局,3
2021-01-27T00:00,後志総合振興局,22
2021-01-27T00:00,渡島総合振興局,15
2021-01-27T00:00,留萌振興局,1
2021-01-27T00:00,石狩振興局,68
2021-01-27T00:00,空知総合振興局,1
2021-01-27T00:00,胆振総合振興局,8
2021-01-27T00:00,釧路総合振興局,3
2021-01-27T00:00,非公表,16
2021-01-28T00:00,オホーツク総合振興局,1
2021-01-28T00:00,上川総合振興局,3
2021-01-28T00:00,十勝総合振興局,2
2021-01-28T00:00,後志総合振興局,9
2021-01-28T00:00,根室振興局,1
2021-01-28T00:00,渡島総合振興局,10
2021-01-28T00:00,石狩振興局,51
2021-01-28T00:00,空知総合振興局,1
2021-01-28T00:00,胆振総合振興局,8
2021-01-28T00:00,釧路総合振興局,1
2021-01-28T00:00,非公表,28
2021-01-29T00:00,上川総合振興局,6
2021-01-29T00:00,十勝総合振興局,2
2021-01-29T00:00,後志総合振興局,10
2021-01-29T00:00,渡島総合振興局,5
2021-01-29T00:00,石狩振興局,73
2021-01-29T00:00,空知総合振興局,1
2021-01-29T00:00,胆振総合振興局,9
2021-01-29T00:00,釧路総合振興局,1
2021-01-29T00:00,非公表,4
2021-01-30T00:00,オホーツク総合振興局,2
2021-01-30T00:00,上川総合振興局,7
2021-01-30T00:00,後志総合振興局,4
2021-01-30T00:00,渡島総合振興局,6
2021-01-30T00:00,石狩振興局,78
2021-01-30T00:00,空知総合振興局,2
2021-01-30T00:00,胆振総合振興局,3
2021-01-30T00:00,釧路総合振興局,3
2021-01-30T00:00,非公表,1
2021-01-31T00:00,オホーツク総合振興局,1
2021-01-31T00:00,十勝総合振興局,1
2021-01-31T00:00,後志総合振興局,13
2021-01-31T00:00,檜山振興局,3
2021-01-31T00:00,石狩振興局,72
2021-01-31T00:00,胆振総合振興局,4
2021-01-31T00:00,釧路総合振興局,5
2021-01-31T00:00,非公表,5
2021-02-01T00:00,上川総合振興局,1
2021-02-01T00:00,後志総合振興局,11
2021-02-01T00:00,渡島総合振興局,10
2021-02-01T00:00,石狩振興局,49
2021-02-01T00:00,胆振総合振興局,1
2021-02-01T00:00,釧路総合振興局,3
2021-02-01T00:00,非公表,1
2021-02-02T00:00,オホーツク総合振興局,3
2021-02-02T00:00,上川総合振興局,5
2021-02-02T00:00,宗谷総合振興局,3
2021-02-02T00:00,後志総合振興局,7
2021-02-02T00:00,渡島総合振興局,12
2021-02-02T00:00,石狩振興局,70
2021-02-02T00:00,胆振総合振興局,1
2021-02-02T00:00,非公表,4
2021-02-03T00:00,オホーツク総合振興局,2
2021-02-03T00:00,上川総合振興局,2
2021-02-03T00:00,十勝総合振興局,1
2021-02-03T00:00,宗谷総合振興局,1
2021-02-03T00:00,後志総合振興局,7
2021-02-03T00:00,渡島総合振興局,10
2021-02-03T00:00,石狩振興局,56
2021-02-03T00:00,空知総合振興局,1
2021-02-03T00:00,胆振総合振興局,4
2021-02-03T00:00,釧路総合振興局,3
2021-02-03T00:00,非公表,7
2021-02-04T00:00,上川総合振興局,1
2021-02-04T00:00,十勝総合振興局,1
2021-02-04T00:00,後志総合振興局,6
2021-02-04T00:00,日高振興局,3
2021-02-04T00:00,渡島総合振興局,4
2021-02-04T00:00,石狩振興局,90
2021-02-04T00:00,胆振総合振興局,2
2021-02-04T00:00,釧路総合振興局,4
2021-02-04T00:00,非公表,9
2021-02-05T00:00,オホーツク総合振興局,1
2021-02-05T00:00,上川総合振興局,2
2021-02-05T00:00,宗谷総合振興局,1
2021-02-05T00:00,後志総合振興局,4
2021-02-05T00:00,渡島総合振興局,5
2021-02-05T00:00,石狩振興局,76
2021-02-05T00:00,空知総合振興局,1
2021-02-05T00:00,非公表,3
2021-02-06T00:00,上川総合振興局,1
2021-02-06T00:00,十勝総合振興局,1
2021-02-06T00:00,後志総合振興局,6
2021-02-06T00:00,日高振興局,1
2021-02-06T00:00,渡島総合振興局,5
2021-02-06T00:00,石狩振興局,50
2021-02-06T00:00,胆振総合振興局,1
2021-02-06T00:00,非公表,13
2021-02-07T00:00,上川総合振興局,5
2021-02-07T00:00,後志総合振興局,2
2021-02-07T00:00,日高振興局,2
2021-02-07T00:00,渡島総合振興局,3
2021-02-07T00:00,石狩振興局,48
2021-02-07T00:00,胆振総合振興局,4
2021-02-07T00:00,非公表,5
2021-02-08T00:00,上川総合振興局,1
2021-02-08T00:00,後志総合振興局,2
2021-02-08T00:00,渡島総合振興局,3
2021-02-08T00:00,石狩振興局,39
2021-02-08T00:00,胆振総合振興局,2
2021-02-08T00:00,釧路総合振興局,2
2021-02-08T00:00,非公表,1
2021-02-09T00:00,上川総合振興局,4
2021-02-09T00:00,十勝総合振興局,1
2021-02-09T00:00,後志総合振興局,5
2021-02-09T00:00,渡島総合振興局,5
2021-02-09T00:00,石狩振興局,23
2021-02-09T00:00,非公表,3
2021-02-10T00:00,オホーツク総合振興局,3
2021-02-10T00:00,上川総合振興局,2
2021-02-10T00:00,後志総合振興局,4
2021-02-10T00:00,檜山振興局,1
2021-02-10T00:00,渡島総合振興局,7
2021-02-10T00:00,石狩振興局,46
2021-02-10T00:00,非公表,1
2021-02-11T00:00,上川総合振興局,1
2021-02-11T00:00,後志総合振興局,4
2021-02-11T00:00,渡島総合振興局,5
2021-02-11T00:00,石狩振興局,79
2021-02-11T00:00,胆振総合振興局,1
2021-02-11T00:00,非公表,2
2021-02-12T00:00,上川総合振興局,1
2021-02-12T00:00,後志総合振興局,5
2021-02-12T00:00,渡島総合振興局,4
2021-02-12T00:00,石狩振興局,55
2021-02-12T00:00,釧路総合振興局,7
2021-02-12T00:00,非公表,3
2021-02-13T00:00,上川総合振興局,2
2021-02-13T00:00,後志総合振興局,1
2021-02-13T00:00,渡島総合振興局,5
2021-02-13T00:00,留萌振興局,1
2021-02-13T00:00,石狩振興局,22
2021-02-13T00:00,非公表,8
2021-02-14T00:00,上川総合振興局,3
2021-02-14T00:00,後志総合振興局,6
2021-02-14T00:00,留萌振興局,7
2021-02-14T00:00,石狩振興局,35
2021-02-14T00:00,胆振総合振興局,1
2021-02-15T00:00,後志総合振興局,3
2021-02-15T00:00,根室振興局,2
2021-02-15T00:00,渡島総合振興局,2
2021-02-15T00:00,留萌振興局,1
2021-02-15T00:00,石狩振興局,26
2021-02-15T00:00,胆振総合振興局,1
2021-02-15T00:00,釧路総合振興局,4
2021-02-15T00:00,非公表,2
2021-02-16T00:00,オホーツク総合振興局,1
2021-02-16T00:00,上川総合振興局,8
2021-02-16T00:00,後志総合振興局,4
2021-02-16T00:00,留萌振興局,1
2021-02-16T00:00,石狩振興局,22
2021-02-16T00:00,胆振総合振興局,1
2021-02-16T00:00,釧路総合振興局,7
2021-02-17T00:00,上川総合振興局,7
2021-02-17T00:00,後志総合振興局,6
2021-02-17T00:00,渡島総合振興局,2
2021-02-17T00:00,石狩振興局,39
2021-02-17T00:00,空知総合振興局,1
2021-02-17T00:00,釧路総合振興局,6
2021-02-17T00:00,非公表,3
2021-02-18T00:00,上川総合振興局,6
2021-02-18T00:00,後志総合振興局,1
2021-02-18T00:00,石狩振興局,21
2021-02-18T00:00,空知総合振興局,2
2021-02-18T00:00,釧路総合振興局,1
2021-02-18T00:00,非公表,1
2021-02-19T00:00,上川総合振興局,4
2021-02-19T00:00,後志総合振興局,4
2021-02-19T00:00,渡島総合振興局,1
2021-02-19T00:00,留萌振興局,1
2021-02-19T00:00,石狩振興局,30
2021-02-19T00:00,空知総合振興局,3
2021-02-20T00:00,上川総合振興局,8
2021-02-20T00:00,留萌振興局,1
2021-02-20T00:00,石狩振興局,22
2021-02-20T00:00,空知総合振興局,2
2021-02-20T00:00,非公表,1
2021-02-21T00:00,オホーツク総合振興局,2
2021-02-21T00:00,上川総合振興局,15
2021-02-21T00:00,後志総合振興局,11
2021-02-21T00:00,石狩振興局,27
2021-02-21T00:00,空知総合振興局,5
2021-02-21T00:00,非公表,3
2021-02-22T00:00,上川総合振興局,2
2021-02-22T00:00,後志総合振興局,1
2021-02-22T00:00,渡島総合振興局,1
2021-02-22T00:00,石狩振興局,13
2021-02-22T00:00,空知総合振興局,2
2021-02-22T00:00,胆振総合振興局,1
2021-02-22T00:00,非公表,1
2021-02-23T00:00,上川総合振興局,16
2021-02-23T00:00,後志総合振興局,11
2021-02-23T00:00,留萌振興局,1
2021-02-23T00:00,石狩振興局,33
2021-02-23T00:00,釧路総合振興局,1
2021-02-23T00:00,非公表,4
2021-02-24T00:00,十勝総合振興局,1
2021-02-24T00:00,後志総合振興局,4
2021-02-24T00:00,石狩振興局,31
2021-02-24T00:00,空知総合振興局,1
2021-02-24T00:00,釧路総合振興局,4
2021-02-24T00:00,非公表,2
2021-02-25T00:00,上川総合振興局,5
2021-02-25T00:00,十勝総合振興局,5
2021-02-25T00:00,後志総合振興局,12
2021-02-25T00:00,石狩振興局,18
2021-02-25T00:00,釧路総合振興局,3
2021-02-26T00:00,上川総合振興局,2
2021-02-26T00:00,十勝総合振興局,11
2021-02-26T00:00,後志総合振興局,5
2021-02-26T00:00,根室振興局,1
2021-02-26T00:00,石狩振興局,12
2021-02-26T00:00,空知総合振興局,1
2021-02-26T00:00,胆振総合振興局,2
2021-02-26T00:00,釧路総合振興局,1
2021-02-26T00:00,非公表,1
2021-02-27T00:00,上川総合振興局,1
2021-02-27T00:00,十勝総合振興局,3
2021-02-27T00:00,千葉県,1
2021-02-27T00:00,後志総合振興局,8
2021-02-27T00:00,根室振興局,1
2021-02-27T00:00,石狩振興局,23
2021-02-27T00:00,胆振総合振興局,2
2021-02-27T00:00,釧路総合振興局,1
2021-02-27T00:00,非公表,3
2021-02-28T00:00,上川総合振興局,1
2021-02-28T00:00,十勝総合振興局,9
2021-02-28T00:00,後志総合振興局,2
2021-02-28T00:00,石狩振興局,13
2021-02-28T00:00,釧路総合振興局,1
2021-02-28T00:00,非公表,1
2021-03-01T00:00,十勝総合振興局,3
2021-03-01T00:00,千葉県,2
2021-03-01T00:00,後志総合振興局,5
2021-03-01T00:00,東京都,1
2021-03-01T00:00,石狩振興局,12
2021-03-01T00:00,胆振総合振興局,3
2021-03-01T00:00,釧路総合振興局,1
2021-03-01T00:00,非公表,2
2021-03-02T00:00,十勝総合振興局,4
2021-03-02T00:00,後志総合振興局,3
2021-03-02T00:00,渡島総合振興局,1
2021-03-02T00:00,石狩振興局,19
2021-03-02T00:00,空知総合振興局,1
2021-03-02T00:00,非公表,1
2021-03-03T00:00,オホーツク総合振興局,1
2021-03-03T00:00,上川総合振興局,2
2021-03-03T00:00,十勝総合振興局,4
2021-03-03T00:00,宮城県,1
2021-03-03T00:00,後志総合振興局,6
2021-03-03T00:00,渡島総合振興局,2
2021-03-03T00:00,石狩振興局,22
2021-03-03T00:00,胆振総合振興局,3
2021-03-03T00:00,釧路総合振興局,17
2021-03-03T00:00,非公表,2
2021-03-04T00:00,上川総合振興局,4
2021-03-04T00:00,十勝総合振興局,4
2021-03-04T00:00,後志総合振興局,3
2021-03-04T00:00,渡島総合振興局,1
2021-03-04T00:00,石狩振興局,24
2021-03-04T00:00,釧路総合振興局,29
2021-03-04T00:00,非公表,1
2021-03-05T00:00,オホーツク総合振興局,2
2021-03-05T00:00,上川総合振興局,4
2021-03-05T00:00,十勝総合振興局,5
2021-03-05T00:00,後志総合振興局,3
2021-03-05T00:00,札幌市,1
2021-03-05T00:00,渡島総合振興局,3
2021-03-05T00:00,石狩振興局,32
2021-03-05T00:00,胆振総合振興局,3
2021-03-05T00:00,釧路総合振興局,9
2021-03-05T00:00,非公表,2
